Date,Plot,Quadrat,TreeID,CoorX,CoorY,Species,Status,DBH,CrownClass,Notes
07/09/2030,2,3,3553,12.9,15.5,AS,AD,45.52,4,
07/09/2030,2,3,3554,12.9,15.9,AS,AS,7.16,1,
07/09/2030,2,3,3555,12.9,17.5,AS,AD,7.41,1,
07/09/2030,2,3,3556,12.9,17.5,AS,AD,6.09,1,
07/09/2030,2,3,3557,14,19.7,FG,AD,4.2,1,
07/09/2030,2,3,3558,15,20.4,AS,AS,13.4,2,
07/09/2030,2,4,3559,4.8,18.4,PR,AS,45.49,4,
07/09/2030,2,4,3560,4.8,17.1,AS,AD,8.34,2,
07/09/2030,2,4,3561,1.9,19.2,AP,AS,17.5,4,
07/09/2030,2,4,3562,1.4,18.7,AP,AS,8.67,2,
07/09/2030,2,4,3563,1.7,21.6,AP,AD,10.96,2,
07/09/2030,2,4,3564,1.7,13.1,AS,AD,28.5,3,
07/09/2031,1,1,3534,0.2,0.9,AS,AS,10.03,2,
07/09/2031,1,1,3535,1.9,4.4,FA,AS,13.03,3,
07/09/2031,1,1,3536,6.9,4.4,OV,AS,13.97,3,
07/09/2031,1,1,3537,9.4,2.2,AA,AD,14.62,3,"Serviceberry (amelanchier arborea), species uncertain"
07/09/2031,1,1,3538,7.4,6.8,AS,AD,9.18,2,
07/09/2031,1,1,3539,9.1,10.3,AS,AD,21.98,2,
07/09/2031,1,1,3540,4.8,8.8,AS,AS,13.81,3,
07/09/2031,1,1,3541,3.3,8.1,PR,AS,40.76,4,
07/09/2031,1,1,3542,2.9,8.1,AP,AD,6.84,1,
07/09/2031,1,2,3543,14.4,2.6,QR,AD,29.2,4,
07/09/2031,1,2,3544,14.4,2.8,AP,AS,9.97,2,
07/09/2031,1,2,3545,16.7,1.6,PR,AD,41.17,4,
07/09/2031,1,2,3546,17.9,0.5,PR,AS,41.3,4,
07/09/2031,1,2,3547,17.3,2.9,AS,AS,23.49,3,
07/09/2031,1,2,3548,17.8,5.1,PS,AD,53.59,4,Species uncertain (recheck)
07/09/2031,1,2,3549,14.3,8,QR,AD,37.61,4,
07/09/2031,2,3,3550,15.3,11.9,AS,AD,9.21,2,
07/09/2031,2,3,3551,18.8,14.5,QR,AD,20.42,4,
07/09/2031,2,3,3552,14.4,14.9,PR,AS,29.58,4,
07/09/2031,2,3,3553,12.9,15.5,AS,AD,45.77,4,
07/09/2031,2,3,3554,12.9,15.9,AS,AD,6.13,1,
07/09/2031,2,3,3555,12.9,17.5,AS,AS,5.609999999999999,1,
07/09/2031,2,3,3556,12.9,17.5,AS,AS,5.18,1,
07/09/2031,2,3,3557,14,19.7,FG,AS,3.39,1,
07/09/2031,2,3,3558,15,20.4,AS,AD,14.16,2,
07/09/2031,2,4,3559,4.8,18.4,PR,AS,45.89,4,
07/09/2031,2,4,3560,4.8,17.1,AS,AS,10.46,2,
07/09/2031,2,4,3561,1.9,19.2,AP,AD,16.76,4,
07/09/2031,2,4,3562,1.4,18.7,AP,AS,8.42,2,
07/09/2031,2,4,3563,1.7,21.6,AP,AS,7.62,2,
07/09/2031,2,4,3564,1.7,13.1,AS,AS,29.93,3,
07/09/2032,1,1,3534,0.2,0.9,AS,AS,11.55,2,
07/09/2032,1,1,3535,1.9,4.4,FA,AS,12.66,3,
07/09/2032,1,1,3536,6.9,4.4,OV,AD,14.94,3,
07/09/2032,1,1,3537,9.4,2.2,AA,AS,16.630000000000003,3,"Serviceberry (amelanchier arborea), species uncertain"
07/09/2032,1,1,3538,7.4,6.8,AS,AD,6.48,2,
07/09/2032,1,1,3539,9.1,10.3,AS,AD,20.45,2,
07/09/2032,1,1,3540,4.8,8.8,AS,AS,14.12,3,
07/09/2032,1,1,3541,3.3,8.1,PR,AD,37.32,4,
07/09/2032,1,1,3542,2.9,8.1,AP,AD,8.8,1,
07/09/2032,1,2,3543,14.4,2.6,QR,AD,32.17,4,
07/09/2032,1,2,3544,14.4,2.8,AP,AS,8.03,2,
07/09/2032,1,2,3545,16.7,1.6,PR,AS,41.03,4,
07/09/2032,1,2,3546,17.9,0.5,PR,AS,40.31,4,
07/09/2032,1,2,3547,17.3,2.9,AS,AD,22.27,3,
07/09/2032,1,2,3548,17.8,5.1,PS,AD,55.080000000000005,4,Species uncertain (recheck)
07/09/2032,1,2,3549,14.3,8,QR,AS,40.13,4,
07/09/2032,2,3,3550,15.3,11.9,AS,AD,7.66,2,
07/09/2032,2,3,3551,18.8,14.5,QR,AD,23.39,4,
07/09/2032,2,3,3552,14.4,14.9,PR,AS,33.59,4,
07/09/2032,2,3,3553,12.9,15.5,AS,AD,44.53,4,
07/09/2032,2,3,3554,12.9,15.9,AS,AS,7.38,1,
07/09/2032,2,3,3555,12.9,17.5,AS,AS,3.86,1,
07/09/2032,2,3,3556,12.9,17.5,AS,AS,6.67,1,
07/09/2032,2,3,3557,14,19.7,FG,AS,3.04,1,
07/09/2032,2,3,3558,15,20.4,AS,AD,13.05,2,
07/09/2032,2,4,3559,4.8,18.4,PR,AD,48.27,4,
07/09/2032,2,4,3560,4.8,17.1,AS,AS,9.64,2,
07/09/2032,2,4,3561,1.9,19.2,AP,AS,18.08,4,
07/09/2032,2,4,3562,1.4,18.7,AP,AD,10.94,2,
07/09/2032,2,4,3563,1.7,21.6,AP,AD,8.82,2,
07/09/2032,2,4,3564,1.7,13.1,AS,AS,28.73,3,
07/09/2033,1,1,3534,0.2,0.9,AS,AS,13.36,2,
07/09/2033,1,1,3535,1.9,4.4,FA,AD,11.01,3,
07/09/2033,1,1,3536,6.9,4.4,OV,AS,10.96,3,
07/09/2033,1,1,3537,9.4,2.2,AA,AS,14.29,3,"Serviceberry (amelanchier arborea), species uncertain"
07/09/2033,1,1,3538,7.4,6.8,AS,AD,7.18,2,
07/09/2033,1,1,3539,9.1,10.3,AS,AS,20.64,2,
07/09/2033,1,1,3540,4.8,8.8,AS,AD,16.48,3,
07/09/2033,1,1,3541,3.3,8.1,PR,AS,37.38,4,
07/09/2033,1,1,3542,2.9,8.1,AP,AS,5.33,1,
07/09/2033,1,2,3543,14.4,2.6,QR,AD,31.68,4,
07/09/2033,1,2,3544,14.4,2.8,AP,AS,7.88,2,
07/09/2033,1,2,3545,16.7,1.6,PR,AD,39.88,4,
07/09/2033,1,2,3546,17.9,0.5,PR,AS,40.66,4,
07/09/2033,1,2,3547,17.3,2.9,AS,AS,25.44,3,
07/09/2033,1,2,3548,17.8,5.1,PS,AD,53.39,4,Species uncertain (recheck)
07/09/2033,1,2,3549,14.3,8,QR,AS,36.88,4,
07/09/2033,2,3,3550,15.3,11.9,AS,AD,8.309999999999999,2,
07/09/2033,2,3,3551,18.8,14.5,QR,AD,23.98,4,
07/09/2033,2,3,3552,14.4,14.9,PR,AD,31.62,4,
07/09/2033,2,3,3553,12.9,15.5,AS,AD,44.71,4,
07/09/2033,2,3,3554,12.9,15.9,AS,AD,4.25,1,
07/09/2033,2,3,3555,12.9,17.5,AS,AS,3.93,1,
07/09/2033,2,3,3556,12.9,17.5,AS,AS,7.76,1,
07/09/2033,2,3,3557,14,19.7,FG,AD,5.93,1,
07/09/2033,2,3,3558,15,20.4,AS,AS,12.59,2,
07/09/2033,2,4,3559,4.8,18.4,PR,AS,45.21,4,
07/09/2033,2,4,3560,4.8,17.1,AS,AS,8.25,2,
07/09/2033,2,4,3561,1.9,19.2,AP,AS,13.99,4,
07/09/2033,2,4,3562,1.4,18.7,AP,AS,10.47,2,
07/09/2033,2,4,3563,1.7,21.6,AP,AS,7.83,2,
07/09/2033,2,4,3564,1.7,13.1,AS,AS,30.06,3,
07/09/2034,1,1,3534,0.2,0.9,AS,AS,12.63,2,
07/09/2034,1,1,3535,1.9,4.4,FA,AS,12.65,3,
07/09/2034,1,1,3536,6.9,4.4,OV,AS,13.329999999999998,3,
07/09/2034,1,1,3537,9.4,2.2,AA,AD,12.5,3,"Serviceberry (amelanchier arborea), species uncertain"
07/09/2034,1,1,3538,7.4,6.8,AS,AS,9.88,2,
07/09/2034,1,1,3539,9.1,10.3,AS,AS,22.05,2,
07/09/2034,1,1,3540,4.8,8.8,AS,AD,14.95,3,
07/09/2034,1,1,3541,3.3,8.1,PR,AD,39.09,4,
07/09/2034,1,1,3542,2.9,8.1,AP,AD,7.63,1,
07/09/2034,1,2,3543,14.4,2.6,QR,AS,32.88,4,
07/09/2034,1,2,3544,14.4,2.8,AP,AS,10.64,2,
07/09/2034,1,2,3545,16.7,1.6,PR,AS,39.59,4,
07/09/2034,1,2,3546,17.9,0.5,PR,AD,40.08,4,
07/09/2034,1,2,3547,17.3,2.9,AS,AS,25.1,3,
07/09/2034,1,2,3548,17.8,5.1,PS,AD,55.97,4,Species uncertain (recheck)
07/09/2034,1,2,3549,14.3,8,QR,AS,39.77,4,
07/09/2034,2,3,3550,15.3,11.9,AS,AS,7.68,2,
07/09/2034,2,3,3551,18.8,14.5,QR,AD,23.8,4,
07/09/2034,2,3,3552,14.4,14.9,PR,AD,29.52,4,
07/09/2034,2,3,3553,12.9,15.5,AS,AD,46.25,4,
07/09/2034,2,3,3554,12.9,15.9,AS,AD,8.440000000000001,1,
07/09/2034,2,3,3555,12.9,17.5,AS,AD,6.07,1,
07/09/2034,2,3,3556,12.9,17.5,AS,AS,8.76,1,
07/09/2034,2,3,3557,14,19.7,FG,AD,5.369999999999999,1,
07/09/2034,2,3,3558,15,20.4,AS,AD,13.170000000000002,2,
07/09/2034,2,4,3559,4.8,18.4,PR,AS,44.45,4,
07/09/2034,2,4,3560,4.8,17.1,AS,AS,11.86,2,
07/09/2034,2,4,3561,1.9,19.2,AP,AS,18.28,4,
07/09/2034,2,4,3562,1.4,18.7,AP,AS,11.56,2,
07/09/2034,2,4,3563,1.7,21.6,AP,AD,11.32,2,
07/09/2034,2,4,3564,1.7,13.1,AS,AD,27.73,3,
07/09/2035,1,1,3534,0.2,0.9,AS,AS,14.09,2,
07/09/2035,1,1,3535,1.9,4.4,FA,AS,11.63,3,
07/09/2035,1,1,3536,6.9,4.4,OV,AD,13.48,3,
07/09/2035,1,1,3537,9.4,2.2,AA,AS,12.81,3,"Serviceberry (amelanchier arborea), species uncertain"
07/09/2035,1,1,3538,7.4,6.8,AS,AS,7.939999999999999,2,
07/09/2035,1,1,3539,9.1,10.3,AS,AS,22.34,2,
07/09/2035,1,1,3540,4.8,8.8,AS,AS,16.18,3,
07/09/2035,1,1,3541,3.3,8.1,PR,AD,40.94,4,
07/09/2035,1,1,3542,2.9,8.1,AP,AD,5.6,1,
07/09/2035,1,2,3543,14.4,2.6,QR,AS,31.9,4,
07/09/2035,1,2,3544,14.4,2.8,AP,AD,10.67,2,
07/09/2035,1,2,3545,16.7,1.6,PR,AD,38.81,4,
07/09/2035,1,2,3546,17.9,0.5,PR,AS,38.58,4,
07/09/2035,1,2,3547,17.3,2.9,AS,AD,22.77,3,
07/09/2035,1,2,3548,17.8,5.1,PS,AD,55.77,4,Species uncertain (recheck)
07/09/2035,1,2,3549,14.3,8,QR,AS,38.07,4,
07/09/2035,2,3,3550,15.3,11.9,AS,AD,9.33,2,
07/09/2035,2,3,3551,18.8,14.5,QR,AS,22.7,4,
07/09/2035,2,3,3552,14.4,14.9,PR,AD,33.67,4,
07/09/2035,2,3,3553,12.9,15.5,AS,AD,46.77,4,
07/09/2035,2,3,3554,12.9,15.9,AS,AD,6.21,1,
07/09/2035,2,3,3555,12.9,17.5,AS,AS,5.47,1,
07/09/2035,2,3,3556,12.9,17.5,AS,AD,6.62,1,
07/09/2035,2,3,3557,14,19.7,FG,AD,4.45,1,
07/09/2035,2,3,3558,15,20.4,AS,AD,11.64,2,
07/09/2035,2,4,3559,4.8,18.4,PR,AD,44.78,4,
07/09/2035,2,4,3560,4.8,17.1,AS,AS,8.82,2,
07/09/2035,2,4,3561,1.9,19.2,AP,AD,14.62,4,
07/09/2035,2,4,3562,1.4,18.7,AP,AD,12.14,2,
07/09/2035,2,4,3563,1.7,21.6,AP,AD,10.5,2,
07/09/2035,2,4,3564,1.7,13.1,AS,AD,26.57,3,
07/09/2026,1,1,3565,3.378701261443291,5.5718067806391725,AS,AS,5,4,
07/09/2027,1,1,3565,1.7740506751411123,2.412717422012016,AS,AS,6.3,4,
07/09/2028,1,1,3565,4.126674368,7.285397220961509,AS,AS,7.57,4,
07/09/2029,1,1,3565,13.807896572587307,0.7862427968219787,AS,AS,7.77,4,
07/09/2030,1,1,3565,12.558007789818156,1.6351806389774382,AS,AS,9.1,4,
07/09/2031,1,1,3565,18.417448010636264,1.221559197097275,AS,AS,9.43,4,
07/09/2032,1,1,3565,16.124025595861227,14.965193807673167,AS,AS,6.75,4,
07/09/2033,1,1,3565,4.186986466734206,7.409442056,AS,AS,6.33,4,
07/09/2034,1,1,3565,12.365095430605919,7.378272791395448,AS,AS,7.68,4,
07/09/2035,1,1,3565,14.94941876267513,0.733664058,AS,AS,7.58,4,
07/09/2027,1,1,3566,5.048738886880415,14.266991717691049,FA,AS,5,4,
07/09/2028,1,1,3566,10.233548842313322,10.642269705306314,FA,AS,9.530000000000001,4,
07/09/2029,1,1,3566,8.948247336469093,10.652345329100463,FA,AS,5.98,4,
07/09/2030,1,1,3566,5.384864618987619,7.545683262092453,FA,AS,6.59,4,
07/09/2031,1,1,3566,6.441583311663566,4.2289601399308925,FA,AS,5.59,4,
07/09/2032,1,1,3566,2.3952426363850243,17.81054561,FA,AS,6.97,4,
07/09/2033,1,1,3566,13.582046382889793,15.783424772146766,FA,AS,8.17,4,
07/09/2034,1,1,3566,1.7384057617484738,10.742130836370956,FA,AS,7.74,4,
07/09/2035,1,1,3566,14.90878948,8.633190924593588,FA,AS,8.14,4,
07/09/2028,1,1,3567,2.551606055911275,5.675518115974489,OV,AS,5,4,
07/09/2029,1,1,3567,12.918344826632024,11.415566093378239,OV,AS,7.13,4,
07/09/2030,1,1,3567,19.730304975859593,12.115496387137743,OV,AS,7.1,4,
07/09/2031,1,1,3567,2.035649452408075,3.0571827836866405,OV,AS,6.57,4,
07/09/2032,1,1,3567,3.2136274651911134,3.7313404810261153,OV,AS,6.61,4,
07/09/2033,1,1,3567,3.4674719058950965,17.935308492528502,OV,AS,6.78,4,
07/09/2034,1,1,3567,10.490227791405093,8.20793654,OV,AS,5.86,4,
07/09/2035,1,1,3567,2.240778043361047,7.957111980914833,OV,AS,9.92,4,
07/09/2029,1,1,3568,19.38940866550738,17.310142517879605,AA,AS,5,4,
07/09/2030,1,1,3568,5.158056540898796,3.4177517478013164,AA,AS,9.18,4,
07/09/2031,1,1,3568,18.587519782551716,11.135257860278596,AA,AS,8.51,4,
07/09/2032,1,1,3568,5.5995818732056835,15.389858663838737,AA,AS,8.07,4,
07/09/2033,1,1,3568,6.473584728084873,8.508728772328336,AA,AS,6.34,4,
07/09/2034,1,1,3568,4.848194648301605,2.2967364947840707,AA,AS,7.779999999999999,4,
07/09/2035,1,1,3568,5.772611064805115,11.624764428452245,AA,AS,8.25,4,
07/09/2030,1,1,3569,3.0872543054840462,9.622802037,AS,AS,5,4,
07/09/2031,1,1,3569,1.0364707364485382,6.732085563878412,AS,AS,7.9,4,
07/09/2032,1,1,3569,1.2674994094553549,19.799204647798906,AS,AS,6.1,4,
07/09/2033,1,1,3569,16.19748892,5.092813095275277,AS,AS,6.95,4,
07/09/2034,1,1,3569,15.204557197793731,11.912774812156886,AS,AS,8.57,4,
07/09/2035,1,1,3569,8.236818282945372,6.9773653308599055,AS,AS,7.62,4,
07/09/2031,1,1,3570,18.59058288495652,16.612388155754584,AS,AS,5,4,
07/09/2032,1,1,3570,2.4859444697108946,14.617349504072886,AS,AS,9.84,4,
07/09/2033,1,1,3570,3.624661323313203,1.329925347,AS,AS,9.719999999999999,4,
07/09/2034,1,1,3570,11.489462263598238,16.83657553516544,AS,AS,8.84,4,
07/09/2035,1,1,3570,15.905346237197804,4.032546400954891,AS,AS,6.13,4,
07/09/2032,1,1,3571,3.273118857,3.285315958619859,AS,AS,5,4,
07/09/2033,1,1,3571,13.303944413924002,10.461308495382386,AS,AS,9.17,4,
07/09/2034,1,1,3571,17.544010816262166,7.848902148452708,AS,AS,7.109999999999999,4,
07/09/2035,1,1,3571,8.782698171404368,7.538888588498152,AS,AS,9.17,4,
07/09/2033,1,1,3572,9.253595713392128,6.027557483282841,PR,AS,5,4,
07/09/2034,1,1,3572,10.054407801849583,4.644253902936346,PR,AS,8.86,4,
07/09/2035,1,1,3572,7.677824427464229,10.871057222279772,PR,AS,9.55,4,
07/09/2034,1,1,3573,18.12944221929094,12.484759918279842,AP,AS,5,4,
07/09/2035,1,1,3573,18.796642472269504,12.554161061428356,AP,AS,6.03,4,
07/09/2035,1,1,3574,6.6981122931417225,2.785441453267745,QR,AS,5,4,
